freeze_id,file_path,relative_path,file_size_bytes,sha256,archive_group,included_in_git,included_in_local_backup,notes
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\optical_match_candidates_3d.csv,data/processed/gold/optical_match_candidates_3d.csv,2804771,6a639d1fdb52319e8e373df4ce8e79b82b9c6b1837764cb921e8a1647c67e426,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\optical_match_candidates_7d.csv,data/processed/gold/optical_match_candidates_7d.csv,6144553,7008735b5df087c6edb1913547ffac7f0923380e08855b73779ed3f2e808dd38,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\optical_timeseries_gold.csv,data/processed/gold/optical_timeseries_gold.csv,58661525,93e647e53c4fe6668d3a8b7f7477138b2ed3d809bb7f8b9eedb3173e51e07e62,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\prediction_grid_daily_hydrocore.csv,data/processed/gold/prediction_grid_daily_hydrocore.csv,11444171,3ba36c79ad53b14e6b9d08e699bb995a9f694d4ffe75d4565126fb84cec4767b,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\prediction_grid_daily_with_basin_context.csv,data/processed/gold/prediction_grid_daily_with_basin_context.csv,38415317,7e6d0800f6c99ba0a486cf1d8ef2d0bb705e3973121b0466b152976802211bc4,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\roi_catalog_gold.csv,data/processed/gold/roi_catalog_gold.csv,62404,a466966920441f6befbb307bf6d9c746d0d30189a3508a6a72b962a197ade00f,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_basin_context.csv,data/processed/gold/training_matrix_basin_context.csv,452045,2dbcd48e094cade5ef0053f9400f8cc1615e64cd9a9a6c96c165782f92f10522,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_hydrocore.csv,data/processed/gold/training_matrix_hydrocore.csv,171079,0b4eaf0ebf716e23379f15d56cbff82c105251497346b29aa82c8adba95db8e1,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_optical_matched_0d.csv,data/processed/gold/training_matrix_optical_matched_0d.csv,69702,630c57dddd749c9034db2bdfa40137a512392db926112111fd512803aac2a682,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_optical_matched_1d.csv,data/processed/gold/training_matrix_optical_matched_1d.csv,110597,0ee52cd1851e69a537eb6afe2962260a46cd3ac9dbc2e301950f3ce18fa4518b,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_optical_matched_3d.csv,data/processed/gold/training_matrix_optical_matched_3d.csv,139717,b5413d3da3470e20255ff1dc851beeeb062b0c2a16acbc1d747a497f100e3fcc,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_optical_matched_3d_hls.csv,data/processed/gold/training_matrix_optical_matched_3d_hls.csv,43101,2f00be03cef96c468d934781d4404cd83c9022d2b4a3dd0eafa20cec831eb471,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_optical_matched_3d_landsat.csv,data/processed/gold/training_matrix_optical_matched_3d_landsat.csv,76922,f5a7a3b0e9d3e0829730788c893a1be85d291c6a18cdb7e3d4dc3caff8fb9635,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_optical_matched_3d_sentinel2.csv,data/processed/gold/training_matrix_optical_matched_3d_sentinel2.csv,20490,0d2fa15318d8eec6af2a96d5aa2ac7a01f47dcc89689356926b8ebf4a496bd12,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\data\processed\gold\training_matrix_optical_matched_7d.csv,data/processed/gold/training_matrix_optical_matched_7d.csv,156783,6110815762d71a0eb251413ed6625068c533776f82c058c366d9f6cf8b66d413,gold_table,False,True,gold CSV remains local and gitignored
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\archive_test_report.md,outputs/reports/gold/archive_test_report.md,365,f010f49ab31768e102265c35110591d2a7cd5ff780ddc0768ed52a700692faa4,gold_report,False,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\data_dictionary_gold.md,outputs/reports/gold/data_dictionary_gold.md,119063,23ab2f749ff28f4c8ce2624eefa701ea34ca4ccfc87edfa7385ff33ad858ce06,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\data_freeze_gold_report.md,outputs/reports/gold/data_freeze_gold_report.md,25718,625c2c9283155d7ef94f76fd6479d411c991377d1f51de354903379b06cd7931,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\fatal_data_bug_policy.md,outputs/reports/gold/fatal_data_bug_policy.md,931,71def1aef3ff8a59edf02f59c8c7cfea8d49eef2b9f07d4be49f680ac000a026,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\final_data_cleaning_report.md,outputs/reports/gold/final_data_cleaning_report.md,3439,9fcbc1c6f6a40d777b14b8e804e6b7d9ec739b61afa6ebbcdbf8a97a0d332c9d,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\frozen_repository_handoff.md,outputs/reports/gold/frozen_repository_handoff.md,1544,01cebb7efb6551680f5cd3e93418a17b845db4567ce8e4884ab77f06c1b4ebe8,gold_report,False,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\gold_freeze_archive_report.md,outputs/reports/gold/gold_freeze_archive_report.md,1211,9a5efed3c39f781a9ebf78bc8cf4848cf64cf0cb661e33dfcc1ddf94eaa40da3,gold_report,False,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\reports\gold\test_report_gold.md,outputs/reports/gold/test_report_gold.md,203,6ffa75d21a4b8a9b55c6454df1044d6c5065147feee04327587d2ab4f478722a,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\data_dictionary_gold.csv,outputs/tables/gold/data_dictionary_gold.csv,144209,d86dcb42f148f33985e7877ebc077ebf3619ad9ee191f9a129183c691d128d23,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\data_freeze_gold_manifest.csv,outputs/tables/gold/data_freeze_gold_manifest.csv,6180,00040848317202b9011241df9cf54edf099caea6efafbdae36f316ec0ed8776d,manifest,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\discharge_duplicate_resolution.csv,outputs/tables/gold/discharge_duplicate_resolution.csv,87,664c12ee3b9b83e579d2e37d3652250eabaa67a397c7b59557ba83370aefed24,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\doc_label_gold_exclusions.csv,outputs/tables/gold/doc_label_gold_exclusions.csv,21123,a92ecf40b6fcd0fd2745ecebb2d0d0a22ed0648b81c332c3f31a6d200de67298,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\final_data_qa_issues.csv,outputs/tables/gold/final_data_qa_issues.csv,761,b969e96849a4f341498c49f99c714a1d603f330d79a6b87a29938833c77829b0,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\final_duplicate_checks.csv,outputs/tables/gold/final_duplicate_checks.csv,177,ecbe2a8dfd1c2e34cc5e0adb3b4d76b52b31eb6b8d20c614adaf41eafb75cc84,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\final_input_canonical_summary.csv,outputs/tables/gold/final_input_canonical_summary.csv,390,3678d4028bd8dc0486fd7ad9dd5ac6b9db23863ebc072c104443b6519263d11f,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\final_matrix_row_counts.csv,outputs/tables/gold/final_matrix_row_counts.csv,951,ee2cf8e8942f192bf62fb8ebd6d4005e0f51ee072d9af012f2e62e8228b29761,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\final_null_rate_by_table.csv,outputs/tables/gold/final_null_rate_by_table.csv,42999,5c97d3ea9f63fae930536cb6ce2b36a841d5f4f9301027cdb3a661df91e2424d,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\final_range_checks.csv,outputs/tables/gold/final_range_checks.csv,741,0635572fedcd16b7be21360e2401f8ea98291e90442dd51cae3a7dff2988756b,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\final_source_composition.csv,outputs/tables/gold/final_source_composition.csv,7289,a2ed14a8bb8ae776562818ec9efd7147215a286c4d0d8c334f8d8821327a7ed9,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\gold_table_hashes.csv,outputs/tables/gold/gold_table_hashes.csv,3944,cb9d4ec367db3cac7d7f458166d50a6510e6f4263ceb5c508f4ae3759634df5e,gold_table_hash,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\hydroatlas_attribute_dictionary_selected.csv,outputs/tables/gold/hydroatlas_attribute_dictionary_selected.csv,7104,62c8cb534a1cd0cacdbe6e6674ecfa7de409a70f00bc37adc465f3f427ef05e6,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\hydroatlas_attribute_exclusion_log.csv,outputs/tables/gold/hydroatlas_attribute_exclusion_log.csv,3355,20cb3ca4ebc99c56ac633590bb002a7927195c00160edbae292175478ee39115,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\hydroatlas_attribute_raw_summary.csv,outputs/tables/gold/hydroatlas_attribute_raw_summary.csv,13152,f339005b4e7a07dfd1aa3deb2a15c6627d628b879b47a8bc367628d0110ac1c6,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\hydroclimate_legacy_vs_regenerated_used.csv,outputs/tables/gold/hydroclimate_legacy_vs_regenerated_used.csv,96979534,3232758cbf4181e73f8a4673598528d4265b8f11457d7a231fe573bbe58a0a47,gold_report,False,True,large row-level audit sidecar kept out of git
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\hydroclimate_source_resolution.csv,outputs/tables/gold/hydroclimate_source_resolution.csv,144731880,b18259b9fe3c8668585029304c1ec2e4be493f9ade07cfe4db0c60376e1febdd,gold_report,False,True,large row-level audit sidecar kept out of git
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\model_input_table_hashes.csv,outputs/tables/gold/model_input_table_hashes.csv,1975,d0e58736e450d9035ecd7f41eee0ee226bc24e841b5b6c7d7ad3e646341db274,gold_table_hash,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\optical_band_mapping_summary.csv,outputs/tables/gold/optical_band_mapping_summary.csv,1313785,fc37c292cb0889c75772ed706f003bf98e778c340a8ce1f5356e1e15aaef31bf,gold_report,True,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\outputs\tables\gold\tracked_model_artifact_audit.csv,outputs/tables/gold/tracked_model_artifact_audit.csv,604,6dac52b96242791dedf779acc20c1b2688ca78c36bd4e51a5f934b8d3ae36ac3,gold_report,False,True,
data_freeze_gold_20260526_v1,D:\Hao\Desktop\冰冻圈水文\北极大河\arctic_doc_data_audit\pyproject.toml,pyproject.toml,851,2be805b1e5fb5067b96c181f5f41399ef5b059daa453263fbb1c08d92bfc78cc,code_reference,True,True,
